"宛名","宛て名, あて名, あてな","宛名, 宛て名, あて名, あてな
name and address (on an envelope, etc.), (addressee's) name, addressee
 
","https://takoboto.jp/?w=1586520"
"あてはまる","当てはまる, 当て嵌まる","あてはまる, 当てはまる, 当て嵌まる
Godan verb, Intransitive, Usually in kana
to apply (of a rule), to be applicable (of standards, lessons, ideas, etc.), to hold true (e.g. of a description), to fit, to be suitable (e.g. of a word), to meet (requirements), to fulfill (conditions), to come under (a heading)
 
","https://takoboto.jp/?w=1448930"
"当てはめる","当て嵌める, あてはめる","当てはめる, 当て嵌める, あてはめる
Ichidan verb, Transitive
to apply, to adapt
 
","https://takoboto.jp/?w=1586530"
"暴れる","あばれる","暴れる, あばれる
Ichidan verb, Intransitive
to act violently, to rage, to struggle, to be riotous
 
","https://takoboto.jp/?w=1519340"
"脂","膏, 膩, あぶら","脂, 膏, 膩, あぶら
See 油
fat, tallow, lard, grease
 
","https://takoboto.jp/?w=1311750"
"あぶる","炙る, 焙る, 烘る","あぶる, 炙る, 焙る, 烘る
Godan verb, Transitive, Usually in kana
1.  to warm (e.g. one's hands over a fire), to dry
2.  to toast, to grill, to broil, to roast, to scorch
See more >
","https://takoboto.jp/?w=1568910"
"あふれる","溢れる","あふれる, 溢れる
Ichidan verb, Intransitive, Usually in kana
to overflow, to brim over, to flood
 
","https://takoboto.jp/?w=1167610"
"雨戸","あまど","雨戸, あまど
sliding storm shutter
 
","https://takoboto.jp/?w=1171970"
"甘やかす","あまやかす","甘やかす, あまやかす
Godan verb, Transitive
to pamper, to spoil
 
","https://takoboto.jp/?w=1213470"
"余る","あまる","余る, あまる
Godan verb, Intransitive, See 余り・1, See 余り・3
to remain, to be left over, to be in excess, to be too many
 
","https://takoboto.jp/?w=1543910"
"編み物","編物, あみもの","編み物, 編物, あみもの
May take 'no'
knitting, knitted material, crochet
 
","https://takoboto.jp/?w=1586670"
"編む","あむ","編む, あむ
Godan verb, Transitive
1.  to knit, to plait, to braid
2.  to compile (anthology, dictionary, etc.), to edit
 
","https://takoboto.jp/?w=1511950"
"危うい","あやうい","危うい, あやうい
usu. as 危ういところ
1.  dangerous, in danger, facing imminent danger
2.  precarious (situation), perilous (state, balance, etc.), in doubt, in jeopardy, uncertain, insecure, concerning, worrying
 
","https://takoboto.jp/?w=1218360"
"怪しい","あやしい","怪しい, あやしい
1.  suspicious, dubious, questionable, dodgy, shady, fishy
2.  doubtful, unsure, uncertain, unlikely, implausible
3.  untrustworthy, unreliable, clumsy, awkward, shaky, poor
4.  strange, weird, eerie, spooky, uncanny
5.  ominous (e.g. weather), threatening, dangerous (e.g. financial situation)
 
","https://takoboto.jp/?w=1586700"
"荒い","あらい","荒い, あらい
1.  rough, wild, violent, rude, coarse, harsh, fierce, heavy (e.g. breathing)
2.  immoderate, extravagant, reckless
 
","https://takoboto.jp/?w=1281450"
"粗い","あらい","粗い, あらい
coarse, rough
 
","https://takoboto.jp/?w=1396910"
"あらすじ","粗筋, 荒筋, あら筋","あらすじ, 粗筋, 荒筋, あら筋
Usually in kana
outline, summary, argument
 
","https://takoboto.jp/?w=1396970"
"争う","あらそう","争う, あらそう
Godan verb, Intransitive
1.  to compete, to contest, to contend
2.  to quarrel, to argue, to dispute, to be at variance, to oppose
See 争えない, usu. in negative form
3.  to deny (e.g. evidence)
 
","https://takoboto.jp/?w=1400620"
"改めて","新ためて, あらためて","改めて, 新ためて, あらためて
Adverb
1.  another time, again, over again, once again, anew
2.  formally, especially, intentionally, deliberately
 
","https://takoboto.jp/?w=1200740"
"改める","検める, 革める, あらためる","改める, 検める, 革める, あらためる
Only 改める, Only 革める, Ichidan verb, Transitive
1.  to change, to alter, to revise, to replace
2.  to reform, to correct, to mend, to improve
Only 検める
3.  to examine, to check, to inspect
4.  to do properly, to do formally
 
","https://takoboto.jp/?w=1200750"
"著す","著わす, あらわす","著す, 著わす, あらわす
Godan verb, Transitive
to write, to publish
 
","https://takoboto.jp/?w=1427080"
"ありがたい","有難い, 有り難い","ありがたい, 有難い, 有り難い
Usually in kana
grateful, thankful, welcome, appreciated, evoking gratitude
 
","https://takoboto.jp/?w=1541560"
"ある","有る, 在る","ある, 有る, 在る
Godan verb, Intransitive, See 居る・いる・1, Usually in kana, usu. of inanimate objects
1.  to be, to exist, to live
2.  to have
3.  to be located
4.  to be equipped with
5.  to happen, to come about
 
","https://takoboto.jp/?w=1296400"
"あれこれ","彼是, 彼此, かれこれ, ひし, アレコレ","あれこれ, 彼是, 彼此, かれこれ, ひし, アレコレ
Adverb, Pronoun, Usually in kana
1.  this and that, this or that, one thing or another, this way and that
Only かれこれ
2.  around, about, round about, roughly, nearly, almost
 
","https://takoboto.jp/?w=1612650"
"慌ただしい","慌しい, 遽しい, あわただしい","慌ただしい, 慌しい, 遽しい, あわただしい
1.  busy, hectic, hurried, rushed
2.  rapid, quick, sudden
 
","https://takoboto.jp/?w=1278810"
"慌てる","周章てる, あわてる","慌てる, 周章てる, あわてる
Ichidan verb, Intransitive
1.  to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic
usu. 慌てて
2.  to hurry, to rush, to hasten
 
","https://takoboto.jp/?w=1278830"
"安易","あんい","安易, あんい
NA-adjective
1.  easy, simple
2.  easygoing, lighthearted, simplistic, irresponsible, careless, quick (to do)
 
","https://takoboto.jp/?w=1153720"
"案外","あんがい","案外, あんがい
Adverb
1.  unexpectedly, surprisingly
NA-adjective
2.  unexpected, unanticipated, unforeseen, surprising
 
","https://takoboto.jp/?w=1154820"
"['アンテナ']","","アンテナ
1.  antenna
2.  thing or method used to collect information or opinions
 
","https://takoboto.jp/?w=1020410"
"言い出す","言いだす, 言出す, いいだす","言い出す, 言いだす, 言出す, いいだす
Godan verb, Transitive
1.  to begin to say, to start talking, to broach (a matter), to bring up, to come out with
2.  to be the first to say, to suggest (doing), to propose
 
","https://takoboto.jp/?w=1264080"
"言いつける","言い付ける, 言付ける, いいつける","言いつける, 言い付ける, 言付ける, いいつける
Ichidan verb, Transitive
1.  to tell (to do), to order, to charge, to direct
2.  to tell on (someone), to tattle, to report
3.  to often say
See more >
","https://takoboto.jp/?w=1264230"
"意義","いぎ","意義, いぎ
meaning, significance
 
","https://takoboto.jp/?w=1156520"
"生き生き","活き活き, いきいき","生き生き, 活き活き, いきいき
Adverb, Adverb taking the 'to' particle, Takes suru
in a lively way, vividly, freshly, animatedly, actively, energetically
 
","https://takoboto.jp/?w=1609130"
"いきなり","行き成り, 行成り, 行き成, 行成, ゆきなり","いきなり, 行き成り, 行成り, 行き成, 行成, ゆきなり
Adverb, May take 'no', Usually in kana
abruptly, suddenly, all of a sudden, without warning
 
","https://takoboto.jp/?w=1282000"
"育児","いくじ","育児, いくじ
Takes suru, Intransitive
childcare, child-rearing, nursing, upbringing
 
","https://takoboto.jp/?w=1160630"
"幾分","いくぶん","幾分, いくぶん
Adverb
somewhat, to some extent, to some degree, part, portion
 
","https://takoboto.jp/?w=1220060"
"生け花","生花, 活け花, 活花, いけばな, せいか","生け花, 生花, 活け花, 活花, いけばな, せいか
1.  ikebana, Japanese art of flower arrangement
Only せいか
2.  fresh flower, natural flower
 
","https://takoboto.jp/?w=1587180"
"以後","已後, いご","以後, 已後, いご
Adverb
1.  after this, from now on, hereafter
esp. after あれ, それ or the -te form of a verb
2.  thereafter, since (then)
 
","https://takoboto.jp/?w=1155100"
"以降","已降, いこう","以降, 已降, いこう
Adverb
on and after, from ... onward, since
 
","https://takoboto.jp/?w=1155110"
"['イコール']","","イコール
NA-adjective
1.  equal, equivalent
See 等号, Mathematics term
2.  equals sign, equality sign
Expression
3.  equals (as in ""A equals B"")
 
","https://takoboto.jp/?w=1021220"
"勇ましい","いさましい","勇ましい, いさましい
1.  brave, valiant, gallant, courageous
2.  stirring, vigorous, rousing
 
","https://takoboto.jp/?w=1539660"
"衣食住","いしょくじゅう","衣食住, いしょくじゅう
food, clothing and shelter, necessities of life
 
","https://takoboto.jp/?w=1158780"
"意地悪","いじわる","意地悪, いじわる
NA-adjective, Takes suru
malicious, ill-tempered, unkind
 
","https://takoboto.jp/?w=1156740"
"いちいち","一々, 一一","いちいち, 一々, 一一
Adverb, Usually in kana
1.  one-by-one, separately
2.  every single, each and every, without omission, fully, in detail
 
","https://takoboto.jp/?w=1587320"
"一応","一往, いちおう","一応, 一往, いちおう
May take 'no', Adverb
1.  more or less, though not quite satisfactorily, after a fashion, pretty much, roughly, so far as it goes
2.  tentatively, for the time being
3.  just in case
4.  once
 
","https://takoboto.jp/?w=1161170"
"一流","いちりゅう","一流, いちりゅう
May take 'no'
1.  first-class, first-rate, top-flight, top-ranking, leading, eminent, top
2.  characteristic (of), peculiar (to), unique (to)
3.  school (e.g. of flower arrangement)
also written as 一旒
4.  one flag, one banner, one streamer
 
","https://takoboto.jp/?w=1167270"
"佚","いつ","佚, いつ
being comfortable, relaxing
See more >
","https://takoboto.jp/?w=1585390"
"一昨日","おととい, おとつい, いっさくじつ","一昨日, おととい, おとつい, いっさくじつ
Adverb
day before yesterday
 
","https://takoboto.jp/?w=1576050"
"一昨年","おと年, おととし, いっさくねん","一昨年, おと年, おととし, いっさくねん
Adverb
year before last
 
","https://takoboto.jp/?w=1576060"
"一斉","いっせい","一斉, いっせい
Adverb
simultaneous, all at once
 
","https://takoboto.jp/?w=1164040"
"いったん","一旦","いったん, 一旦
Adverb, Usually in kana
1.  once
2.  for a short time, briefly, temporarily
Archaism
3.  one morning
 
","https://takoboto.jp/?w=1164650"
"一定","いってい, いちじょう","一定, いってい, いちじょう
May take 'no', Takes suru, NA-adjective
fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed
 
","https://takoboto.jp/?w=1164950"
"いってらっしゃい","行ってらっしゃい","いってらっしゃい, 行ってらっしゃい
Interjection, Usually in kana, often in response to いってきます
have a good day, take care, see you
 
","https://takoboto.jp/?w=2088750"
"行ってまいります","行って参ります, いって参ります, いってまいります","行ってまいります, 行って参ります, いって参ります, いってまいります
Expression, See 行ってきます, Polite
good bye, I'm off, see you later
See more >
","https://takoboto.jp/?w=2149180"
"いつの間にか","何時の間にか, いつのまにか","いつの間にか, 何時の間にか, いつのまにか
Adverb
before one knows, before one becomes aware of, unnoticed, unawares
 
","https://takoboto.jp/?w=1188850"
"移転","いてん","移転, いてん
Takes suru, Transitive, Intransitive
1.  moving, relocation, change of address
2.  transfer (of deeds, property, etc.), demise
 
","https://takoboto.jp/?w=1158390"
"井戸","いど","井戸, いど
water well
 
","https://takoboto.jp/?w=1160330"
"緯度","いど","緯度, いど
May take 'no'
latitude (nav.)
 
","https://takoboto.jp/?w=1158490"
"いとこ","従姉妹, じゅうしまい","いとこ, 従姉妹, じゅうしまい
See 従兄弟, Usually in kana
cousin (female)
 
","https://takoboto.jp/?w=1335310"
"威張る","意張る, いばる, えばる","威張る, 意張る, いばる, えばる
Godan verb, Intransitive
to put on airs, to act big, to throw one's weight about, to be overbearing, to be domineering, to be bossy, to be pushy, to be proud, to be haughty, to be arrogant, to swagger, to boast, to brag
 
","https://takoboto.jp/?w=1156320"
"嫌がる","厭がる, いやがる","嫌がる, 厭がる, いやがる
Godan verb, Transitive
to appear uncomfortable (with), to seem to hate, to express dislike
 
","https://takoboto.jp/?w=1609260"
"いよいよ","愈, 愈々, 弥々, 愈愈, 弥弥, イヨイヨ","いよいよ, 愈, 愈々, 弥々, 愈愈, 弥弥, イヨイヨ
Adverb, Usually in kana
1.  more and more, all the more, increasingly
2.  at last, finally, beyond doubt
3.  (at the) last moment, worst possible time
 
","https://takoboto.jp/?w=1587670"
"炒る","煎る, 熬る, いる","炒る, 煎る, 熬る, いる
Godan verb, Transitive
to roast, to parch, to toast, to boil down
See more >
","https://takoboto.jp/?w=1391500"
"入れ物","容れ物, 入物, 容物, いれもの","入れ物, 容れ物, 入物, 容物, いれもの
1.  container, case, receptacle
See 棺, euphemistic
2.  coffin, casket
 
","https://takoboto.jp/?w=1587840"
"['インク']","","インク
ink
 
","https://takoboto.jp/?w=1022210"
"インタビュー","インタビュ, インタービュー, インタビュウ, インタヴュー","インタビュー, インタビュ, インタービュー, インタビュウ, インタヴュー
Takes suru, Intransitive, Transitive
interview (i.e. television, newspaper, etc.)
 
","https://takoboto.jp/?w=1023100"
"引力","いんりょく","引力, いんりょく
1.  attraction (e.g. magnetic, gravitation), affinity, gravitational pull
2.  attractiveness, magnetism
 
","https://takoboto.jp/?w=1169720"
"ウーマン","ウマン","ウーマン, ウマン
May take 'no'
woman
 
","https://takoboto.jp/?w=1024950"
"['ウール']","","ウール
wool
 
","https://takoboto.jp/?w=1025010"
"ウェイトレス","ウエイトレス, ウエートレス, ウェートレス","ウェイトレス, ウエイトレス, ウエートレス, ウェートレス
waitress
 
","https://takoboto.jp/?w=1025690"
"植木","植え木, うえき","植木, 植え木, うえき
garden shrubs, trees, potted plant
 
","https://takoboto.jp/?w=1587970"
"飢える","餓える, 饑える, うえる, かつえる","飢える, 餓える, 饑える, うえる, かつえる
Ichidan verb, Intransitive
1.  to starve, to be famished, to be hungry
2.  to be starved of (e.g. love), to be thirsty for (e.g. knowledge), to be hungry for
 
","https://takoboto.jp/?w=1224080"
"浮かぶ","浮ぶ, 泛ぶ, 泛かぶ, うかぶ","浮かぶ, 浮ぶ, 泛ぶ, 泛かぶ, うかぶ
Godan verb, Intransitive
1.  to float, to be suspended
2.  to rise to the surface, to appear, to emerge, to show up, to loom (up)
3.  to come to mind, to have inspiration
 
","https://takoboto.jp/?w=1497430"
"浮かべる","浮べる, 泛かべる, 泛べる, うかべる","浮かべる, 浮べる, 泛かべる, 泛べる, うかべる
Ichidan verb, Transitive
1.  to float, to set afloat, to launch
2.  to show on one's face (smile, sadness, etc.)
3.  to recall, to call to mind, to imagine, to think of
 
","https://takoboto.jp/?w=1497360"
"浮く","うく","浮く, うく
Godan verb, Intransitive
1.  to float
See 浮かぬ顔
2.  to become merry, to be cheerful
3.  to become loose, to become unsteady
Colloquialism
4.  to feel out of it, to be cut off (e.g. from those around you), to feel out of place
5.  to be frivolous, to be uncertain
 
","https://takoboto.jp/?w=1497420"
"承る","受け賜る, うけたまわる","承る, 受け賜る, うけたまわる
Godan verb, Transitive, Humble
1.  to hear, to be told, to know
2.  to receive (order), to undertake, to comply, to take (a reservation, etc.)
 
","https://takoboto.jp/?w=1349440"
"受取り","受け取り, 受取, 受け取, 請け取り, 請取り, 請取, 請け取, うけとり","受取り, 受け取り, 受取, 受け取, 請け取り, 請取り, 請取, 請け取, うけとり
receiving, receipt
 
","https://takoboto.jp/?w=1329770"
"受け持つ","うけもつ","受け持つ, うけもつ
Godan verb, Transitive
to take (be in) charge of
 
","https://takoboto.jp/?w=1329640"
"薄暗い","うす暗い, うすぐらい","薄暗い, うす暗い, うすぐらい
dim, gloomy
 
","https://takoboto.jp/?w=1475530"
"薄める","うすめる","薄める, うすめる
Ichidan verb, Transitive
to dilute, to water down
 
","https://takoboto.jp/?w=1475500"
"打ち合わせ","打ち合せ, 打合せ, 打合わせ, うちあわせ","打ち合わせ, 打ち合せ, 打合せ, 打合わせ, うちあわせ
Takes suru
1.  advance arrangements, preparatory meeting, briefing session
2.  overlap (of a coat, etc.)
Archaism
3.  making something match exactly
 
","https://takoboto.jp/?w=1588140"
"打ち消す","打消す, うちけす","打ち消す, 打消す, うちけす
Godan verb, Transitive
1.  to deny, to contradict
2.  to negate (esp. a sound), to drown out
 
","https://takoboto.jp/?w=1609310"
"撃つ","射つ, うつ","撃つ, 射つ, うつ
Godan verb, Transitive
to shoot, to fire
 
","https://takoboto.jp/?w=1253570"
"うっかり","ウッカリ","うっかり, ウッカリ
Adverb, Adverb taking the 'to' particle, Takes suru, Onomatopoeic or mimetic word
carelessly, thoughtlessly, inadvertently
 
","https://takoboto.jp/?w=1001010"
"映す","うつす","映す, うつす
Godan verb, Transitive
to project, to reflect, to cast (shadow)
 
","https://takoboto.jp/?w=1588330"
"写る","うつる","写る, うつる
Godan verb, Intransitive
to be photographed, to be projected
 
","https://takoboto.jp/?w=1321820"
"映る","うつる","映る, うつる
Godan verb, Intransitive
to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)
 
","https://takoboto.jp/?w=1173710"
"うどん","饂飩, うんどん","うどん, 饂飩, うんどん
Food term, Usually in kana
udon, thick Japanese wheat noodles
 
","https://takoboto.jp/?w=1574470"
"有無","うむ, ゆうむ","有無, うむ, ゆうむ
1.  existence or nonexistence, presence or absence
2.  consent or refusal, yes or no
 
","https://takoboto.jp/?w=1541610"
"埋める","うめる","埋める, うめる
Ichidan verb, Transitive
1.  to bury (e.g. in the ground)
2.  to fill up (e.g. audience fills a hall), to cause to be packed
3.  to plug (a gap), to stop (a gap), to bridge (a difference, a gap), to fill (a seat, a vacant position), to fill out
4.  to make up for (a loss, shortage, etc.), to make amends, to compensate for
5.  to put cold water (in a bath)
 
","https://takoboto.jp/?w=1524500"
"敬う","うやまう","敬う, うやまう
Godan verb, Transitive
to show respect for, to revere, to honour, to honor, to worship, to hold in esteem
 
","https://takoboto.jp/?w=1250700"
"裏返す","うらがえす","裏返す, うらがえす
Godan verb, Transitive
to turn inside out, to turn the other way, to turn (something) over
 
","https://takoboto.jp/?w=1550630"
"裏口","うらぐち","裏口, うらぐち
1.  backdoor, rear entrance, rear exit
May take 'no', See 裏口入学・うらぐちにゅうがく
2.  unauthorized, illicit, illegal
 
","https://takoboto.jp/?w=1550270"
"占う","卜う, うらなう","占う, 卜う, うらなう
Godan verb, Transitive
to tell someone's fortune, to forecast, to predict, to divine
 
","https://takoboto.jp/?w=1389430"
"恨み","怨み, 憾み, うらみ","恨み, 怨み, 憾み, うらみ
1.  resentment, grudge, malice, bitterness
esp. 憾み
2.  matter for regret
 
","https://takoboto.jp/?w=1289740"
"恨む","怨む, うらむ","恨む, 怨む, うらむ
Godan verb, Transitive
to bear a grudge against, to resent, to blame, to curse, to feel bitter towards
 
","https://takoboto.jp/?w=1289780"
"羨ましい","うらやましい","羨ましい, うらやましい
1.  envious, jealous
2.  enviable (position, etc.)
 
","https://takoboto.jp/?w=1391940"
"羨む","うらやむ","羨む, うらやむ
Godan verb, Transitive
to envy, to be envious of, to be jealous of
See more >
","https://takoboto.jp/?w=1391950"
"売り上げ","売上げ, 売上, 売り上, うりあげ","売り上げ, 売上げ, 売上, 売り上, うりあげ
amount sold, sales, proceeds, takings, turnover
 
","https://takoboto.jp/?w=1588500"
"売り切れ","売切れ, 売切, うりきれ","売り切れ, 売切れ, 売切, うりきれ
May take 'no'
sold-out
 
","https://takoboto.jp/?w=1473870"
"売り切れる","売切れる, うりきれる","売り切れる, 売切れる, うりきれる
Ichidan verb, Intransitive
to be sold out
 
","https://takoboto.jp/?w=1473880"
"売れ行き","売行き, 売行, うれゆき","売れ行き, 売行き, 売行, うれゆき
sales, demand
 
","https://takoboto.jp/?w=1588590"
"うろうろ","ウロウロ","うろうろ, ウロウロ
Adverb, Adverb taking the 'to' particle, Onomatopoeic or mimetic word
1.  restlessly, aimlessly, without purpose
Takes suru, See 彷徨く
2.  to loiter, to drift, to hang about doing nothing, to wander aimlessly, to be restless, to fuss, to be in a fidget
 
","https://takoboto.jp/?w=1001060"
"運河","うんが","運河, うんが
(navigable) canal, waterway
 
","https://takoboto.jp/?w=1172710"
"['うんと']","","うんと
Adverb, Onomatopoeic or mimetic word
1.  a great deal, very much, a lot
Archaism
2.  with a great amount of effort
See more >
","https://takoboto.jp/?w=2007420"
"英文","えいぶん","英文, えいぶん
1.  English writing, English sentence, English text
See 英文学・1, Abbreviation
2.  English literature, English lit
 
","https://takoboto.jp/?w=1174620"
"英和","えいわ","英和, えいわ
1.  English-Japanese
See 英和辞典, Abbreviation
2.  English-Japanese dictionary
 
","https://takoboto.jp/?w=1174720"
"えっと","えーと, えーっと, ええと, ええっと","えっと, えーと, えーっと, ええと, ええっと
Interjection
let me see, well, errr ..., uhh ...
 
","https://takoboto.jp/?w=1001150"
"液体","えきたい","液体, えきたい
liquid
 
","https://takoboto.jp/?w=1175030"
"['エチケット']","","エチケット
1.  politeness, good manners, courtesy, etiquette
2.  (wine) label
 
","https://takoboto.jp/?w=1028990"
"絵の具","絵具, えのぐ","絵の具, 絵具, えのぐ
Expression
paint, coloring materials, colors, colours
 
","https://takoboto.jp/?w=1202290"
"['エプロン']","","エプロン
1.  apron
2.  apron (airport)
See エプロンステージ, Abbreviation
3.  apron (stage)
 
","https://takoboto.jp/?w=1029760"
"えらい","偉い, 豪い, エライ, エラい","えらい, 偉い, 豪い, エライ, エラい
1.  great, excellent, admirable, remarkable, distinguished, important, celebrated, famous, eminent
Usually in kana
2.  very troublesome, awful, terrible
3.  tiring, tough, extremely
 
","https://takoboto.jp/?w=1155780"
"宴会","えんかい","宴会, えんかい
party, banquet, reception, feast, dinner
 
","https://takoboto.jp/?w=1176320"
"園芸","えんげい","園芸, えんげい
May take 'no'
horticulture, gardening
 
","https://takoboto.jp/?w=1176260"
"演劇","えんげき","演劇, えんげき
May take 'no'
drama, theatre, theater, play
 
","https://takoboto.jp/?w=1176860"
"円周","えんしゅう","円周, えんしゅう
May take 'no'
circumference
 
","https://takoboto.jp/?w=1175860"
"遠足","えんそく","遠足, えんそく
Takes suru, Intransitive
1.  school trip, field trip, excursion, outing
dated term
2.  long walk, excursion (on foot)
 
","https://takoboto.jp/?w=1178260"
"延長","えんちょう","延長, えんちょう
Takes suru
1.  extension, elongation, prolongation, lengthening
historical term
2.  Enchō era (923.4.11-931.4.26)
 
","https://takoboto.jp/?w=1176510"
"煙突","烟突, えんとつ","煙突, 烟突, えんとつ
1.  chimney, smokestack, funnel (of a ship), stovepipe
Slang
2.  carrying a passenger without turning on the taximeter
 
","https://takoboto.jp/?w=1177320"
"追いかける","追い掛ける, 追い駆ける, 追掛ける, おいかける","追いかける, 追い掛ける, 追い駆ける, 追掛ける, おいかける
Ichidan verb, Transitive, See 追っ掛ける
to chase, to run after, to pursue
 
","https://takoboto.jp/?w=1608720"
"追い越す","追越す, 追いこす, おいこす","追い越す, 追越す, 追いこす, おいこす
Godan verb, Transitive, See 追い抜く・おいぬく・1
1.  to pass (e.g. car), to overtake
See 追い抜く・おいぬく・2
2.  to surpass, to outstrip, to get ahead of, to outdistance
 
","https://takoboto.jp/?w=1432280"
"['オイル']","","オイル
1.  oil, petroleum, lubricant, grease
2.  (cooking) oil
3.  (massage) oil, ointment
4.  kerosene
5.  engine oil
 
","https://takoboto.jp/?w=1033900"
"応援","おうえん","応援, おうえん
Takes suru, Transitive
1.  aid, assistance, help, support, reinforcement
2.  cheering, rooting (for)
 
","https://takoboto.jp/?w=1179840"
